,acc,loss,val_acc,val_loss
0,0.3583546734955186,1.7429865934479405,0.4696,1.444498189163208
1,0.4764449247518412,1.440368204478686,0.5386,1.2705471586227417
2,0.5387047710534743,1.2869239708112288,0.5613,1.2009018270492553
3,0.5852745757284662,1.1744432347423177,0.5806,1.1883913284301757
4,0.6119716618635928,1.102460028897712,0.6446,1.012424838924408
5,0.6352265449887928,1.035079603465444,0.5848,1.174063813972473
6,0.6553594300352226,0.9863603355943336,0.6888,0.8789813288688659
7,0.6716898815241755,0.9451853485776185,0.6929,0.9043411255836487
8,0.6844380403458213,0.9050505803710102,0.6961,0.8737282060623169
9,0.6946845981428114,0.8756984471511352,0.6474,1.0747817588806152
10,0.7083733589497279,0.8462553843641144,0.7302,0.7939337667465209
11,0.7175792507204611,0.8158521218594549,0.7096,0.8471836557865143
12,0.7251040666026257,0.8029256639402721,0.7258,0.7876144772529602
13,0.7328690361831572,0.7763133567760588,0.7534,0.7109022341251373
14,0.736751520973423,0.7646905604250112,0.7345,0.8070165425300598
15,0.7424351585014409,0.7482958165377025,0.7387,0.7939351954936981
16,0.7481988472622478,0.7336916613571162,0.7331,0.7810479345321655
17,0.751300832532821,0.7260182605047772,0.7764,0.6524292185306549
18,0.7575048030739674,0.7119693834450319,0.7589,0.7125210084915161
19,0.7596261607428755,0.6979572998763581,0.7706,0.679679993724823
20,0.7653898495036824,0.6876119272834095,0.7551,0.7179201012611389
21,0.767471181556196,0.679401027137104,0.7771,0.6505804894447327
22,0.7704731027857828,0.6708153420883305,0.7767,0.6545004180908203
23,0.7742355107268651,0.6656093518683592,0.776,0.6699560240268707
24,0.7769972782580852,0.6535458186956846,0.7956,0.6049408479213715
25,0.7765569964777458,0.6549456393321736,0.7464,0.7830178627967834
26,0.7801392891450528,0.6456103790676674,0.7846,0.6483061147689819
27,0.7821605827729747,0.6399385734815228,0.7668,0.716170367527008
28,0.7828210054434839,0.63577587172995,0.7873,0.6226489582061767
29,0.784942363112392,0.6340322007344313,0.7879,0.6289074725627899
30,0.7866834774255523,0.6290360015103956,0.7817,0.6500694148063659
31,0.7899455651617034,0.6134451130071665,0.7929,0.6134139588356018
32,0.7897654498879283,0.6159970971815028,0.8088,0.5812673839092255
33,0.7924071405699648,0.6111000667216111,0.7225,0.8439224362373352
34,0.7916466538584694,0.6108513867248146,0.7955,0.6018524145126343
35,0.7951689081011848,0.6011030680183566,0.804,0.582535321521759
36,0.7950488312520013,0.5986362179234895,0.7705,0.6779087699890137
37,0.7977905859750241,0.5974771485204999,0.7883,0.6389993580341339
38,0.7969100224143452,0.5982320216071938,0.7781,0.6824888201475143
39,0.7978506243996157,0.5946633921118452,0.785,0.6475602530956268
40,0.8007724943964137,0.5879525520024375,0.7803,0.6789607712745667
41,0.8022934678194045,0.5827641034551893,0.812,0.5654736898422241
42,0.801532981107909,0.5837969532045003,0.8006,0.6016676218032837
43,0.8020533141210374,0.5839899769872952,0.8061,0.5918872521877289
44,0.801613032340698,0.5813605984195165,0.8011,0.6021923558235168
45,0.8031139929554915,0.5781788197878344,0.7945,0.6018392814636231
46,0.802913864873519,0.577151380037979,0.7991,0.5933140186786652
47,0.8041146333653538,0.5780744334939882,0.7925,0.6180287469387055
48,0.8077369516490553,0.5697891248883324,0.7963,0.6230757337570191
49,0.8059357989113032,0.5734267994031439,0.8149,0.5784713858604431
50,0.8072566442523215,0.5688000792614206,0.8146,0.5612239715099334
51,0.8075168107588857,0.5677114119714474,0.785,0.6354674385070801
52,0.8071966058277298,0.5684386220376842,0.7686,0.748532581615448
53,0.8090978226064681,0.5603835285759644,0.8087,0.5772946171760559
54,0.8084574127441563,0.5644079803313501,0.8152,0.5568817310810089
55,0.8101184758245277,0.5590277959759938,0.7711,0.7625021954059601
56,0.8087175792507204,0.5595872118959356,0.8147,0.5538436777114868
57,0.8074567723342939,0.5630720157511448,0.8058,0.5692328936576844
58,0.8131604226705091,0.5545016790749436,0.7989,0.6031682686567307
59,0.808277297470381,0.5617900785825743,0.8125,0.5685113983154297
