,acc,loss,val_acc,val_loss
0,0.19432218309859156,2.105161932305398,0.304,1.8412741523742675
1,0.35414665385846944,1.7142107356178657,0.441,1.517840166091919
2,0.44928754402817805,1.4939121373601345,0.5226,1.3029224479675292
3,0.5270773294908742,1.3142150069061778,0.5951,1.134628430747986
4,0.5849543707973103,1.1660996915971167,0.6266,1.0678469078063966
5,0.6269412423951329,1.059175557560391,0.6696,0.9468323372840881
6,0.6584814281139929,0.974034549027271,0.7005,0.8689677109718322
7,0.68611911623439,0.9006899511283535,0.6969,0.8497612646102906
8,0.7078530259365994,0.8408914542984512,0.7541,0.720437433719635
9,0.7272054114633365,0.7880890424572959,0.7643,0.6981686930656433
10,0.7429554915145693,0.7446089684676941,0.7659,0.6906281988143921
11,0.7568844060198527,0.7015750567538213,0.7894,0.6283760775089264
12,0.767311079090618,0.676454924970264,0.8014,0.5827701704025269
13,0.7781380083253282,0.6485523339211845,0.7982,0.5994464317321777
14,0.7862031700288185,0.6196297778080871,0.8153,0.5468004045009613
15,0.7950688440601985,0.5978090994887881,0.8094,0.5621978085517884
16,0.8020933397374319,0.5769481930334217,0.8175,0.5491227854251861
17,0.8072766570605188,0.5632637910857401,0.8234,0.5255393521785736
18,0.812419948767211,0.5421022716867897,0.8359,0.49351922698020934
19,0.8190441882804995,0.5279746003499063,0.8377,0.4872734423160553
20,0.8236071085494716,0.5090985251110485,0.8318,0.5089903030872345
21,0.8279699007364714,0.5003228498467107,0.8341,0.496521711063385
22,0.8314921549791867,0.4891798239925371,0.8513,0.45635568532943727
23,0.8363552673711175,0.4784916373989042,0.8458,0.4604468535900116
24,0.8399375600384246,0.4671111793170516,0.8454,0.468250883936882
25,0.8427193403778418,0.457151551764629,0.8566,0.43749558775424957
26,0.8470220941402498,0.4452374345249295,0.8564,0.440757208776474
27,0.8513248479026577,0.4370060394942436,0.8579,0.4417828483104706
28,0.8500840537944284,0.42907347197319656,0.8558,0.44841641128063203
29,0.8524655779699007,0.4252435323107407,0.8605,0.4278922186613083
30,0.8585094460454691,0.4175021231432126,0.8636,0.4250286253452301
31,0.8605907780979827,0.40982970460089896,0.8615,0.4354642865419388
32,0.861831572206212,0.4023138357542892,0.8658,0.4129950423598289
33,0.8630723663144413,0.39869246034239714,0.8601,0.4391134748995304
34,0.8651937239833494,0.3923887489527569,0.8629,0.4071364868879318
35,0.8669948767211015,0.3872971373741114,0.8489,0.44888374948501586
36,0.8700568363752802,0.3818763023217901,0.8673,0.4122441945672035
37,0.8714777457572846,0.3733624069642227,0.8679,0.4059520759344101
38,0.8738792827409542,0.3665235225269896,0.8673,0.43550118330717086
39,0.8739793467819404,0.3650043302257684,0.8676,0.4124988350868225
40,0.8741994876721102,0.363142806324503,0.879,0.37935699051618577
41,0.8783821645853346,0.3563785696693845,0.8728,0.394946719622612
42,0.8779819084213897,0.35008687880743095,0.8848,0.3687752237558365
43,0.880443483829651,0.3460077598328358,0.882,0.38135544204711913
44,0.8816442523214858,0.34059826442104024,0.8754,0.39115627139806747
45,0.8849663784822286,0.33459897722012333,0.8751,0.4374860978960991
46,0.8843259686199167,0.3353911547459664,0.8761,0.40414579867124556
47,0.8850264169068204,0.330322771904238,0.8785,0.38653466274738313
48,0.885886967659302,0.32932492360840077,0.8827,0.36754581191539765
49,0.8884486071085494,0.32541229244735503,0.8751,0.4045888717651367
50,0.8874279538904899,0.32494981665423084,0.8853,0.3755252913475037
51,0.8903698366954851,0.31946009002194126,0.8894,0.35686434705257414
52,0.8902297470381044,0.3152922941488102,0.8848,0.3826627542197704
53,0.8935118475824527,0.30961937296048897,0.8843,0.3726441862463951
54,0.8934918347742555,0.310210823110957,0.8764,0.3850953313708305
55,0.8950528338136408,0.30502992393189504,0.8763,0.4116494037628174
56,0.8920709253922511,0.3064112002474354,0.8852,0.37910253571271896
57,0.8967339097022095,0.3019997303380374,0.8746,0.41731571493148806
58,0.8968940121677874,0.2974842042076809,0.8802,0.3920812959611416
59,0.8961535382644893,0.29779813687006634,0.8759,0.40835586075782776
60,0.8984950368235671,0.29633666744817727,0.8852,0.3918039207905531
61,0.8998759205891771,0.2932741777769198,0.8827,0.38272492793798446
62,0.900116074287544,0.2864339612197731,0.8882,0.38053039586544035
63,0.9001761127121357,0.2900571282744274,0.8855,0.404715015655756
64,0.8996557796990073,0.286778991693035,0.8928,0.3363557287216187
65,0.9037383925712456,0.28075957161458187,0.8886,0.3657314881682396
66,0.9034181876400896,0.2806899718286573,0.8822,0.3781449526786804
67,0.9030579570925392,0.28234360975833933,0.8898,0.35836163078546523
68,0.9024975984630164,0.28284502148227436,0.8919,0.3484878030776978
69,0.9047390329811079,0.27556863114037383,0.8871,0.37477316966354846
70,0.9059598142811399,0.2735350711430413,0.8826,0.41251367875635625
71,0.9064000960614793,0.27108991596271625,0.8898,0.36730970059633256
72,0.9067603266090298,0.26783591050569955,0.8889,0.3791504462361336
73,0.9048390970220941,0.27252944620768116,0.8929,0.3688806620657444
74,0.9062399935959013,0.27106707278678444,0.8879,0.3619103028535843
75,0.9075408261287223,0.2688107104966637,0.8988,0.3469092416763306
76,0.9082212616074288,0.2631190465360622,0.8886,0.3820697993695736
77,0.9074807877041307,0.2659959665001908,0.8944,0.35907118309140207
78,0.909942363112392,0.26020848548163256,0.8933,0.35694505693912504
79,0.909221902017291,0.2639588903059591,0.8956,0.36098533717393877
80,0.9109630163304515,0.25871449942022723,0.8908,0.3747971702873707
81,0.9101224783861671,0.2607492777872908,0.8918,0.3883435904741287
82,0.9134045789305155,0.25074098779534515,0.8931,0.37921749068796634
83,0.9118836055075248,0.2537301073970319,0.8981,0.3573466417133808
84,0.9132244636567403,0.2520190026650454,0.893,0.35916759794950487
85,0.9152057316682677,0.24805765259883322,0.8988,0.33580962039232254
86,0.9133045148895294,0.2511522530611179,0.8882,0.3908663938701153
87,0.9131444124239513,0.24748362162547963,0.8924,0.36760532847642896
88,0.9173871277617676,0.24168711421779246,0.8925,0.36704901556372643
89,0.9142851424911944,0.24565933999944548,0.8886,0.397739603048563
90,0.9161663464617356,0.24538119382120901,0.8936,0.37136103720366953
91,0.9141050272174192,0.24890956890137386,0.8916,0.3588296090483665
92,0.9154859109830291,0.24486128148496666,0.8924,0.36155631265044214
93,0.9160262568043548,0.24623728359700814,0.8975,0.35657208656072614
94,0.9167867435158501,0.24256517632416796,0.8952,0.38130952857732775
95,0.9175672430355427,0.2393251785932731,0.8959,0.3550507411062717
96,0.9190882164585334,0.2359448033559434,0.8956,0.3647676852688193
97,0.9202489593339738,0.23169435300183455,0.8895,0.4216780879303813
98,0.918888088376561,0.2308158462654216,0.8954,0.38786325125396254
99,0.9195084854306756,0.23130799405839803,0.89,0.4164258607402444
